,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,count_total
1943,,Summer,0,Mar,18,0,Sat,0,Misty/Cloudy,0.32,0.3182,0.21,0.1642,64,89,153
1944,,Summer,0,Mar,19,0,Sat,0,Misty/Cloudy,0.28,0.2727,0.45,0.2537,45,93,138
1945,,Summer,0,Mar,20,0,Sat,0,Misty/Cloudy,0.28,0.2727,0.45,0.2537,18,67,85
1946,,Summer,0,Mar,21,0,Sat,0,Misty/Cloudy,0.26,0.2576,0.44,0.194,15,36,51
1947,,Summer,0,Mar,22,0,Sat,0,Misty/Cloudy,0.28,0.2727,0.41,0.2239,17,46,63
1948,,Summer,0,Mar,23,0,Sat,0,Misty/Cloudy,0.26,0.2424,0.44,0.2836,10,31,41
1949,,Summer,0,Mar,0,0,Sun,0,Misty/Cloudy,0.26,0.2576,0.41,0.1642,5,26,31
1950,,Summer,0,Mar,1,0,Sun,0,Misty/Cloudy,0.24,0.2273,0.52,0.194,3,17,20
1951,,Summer,0,Mar,2,0,Sun,0,Light Snow/Rain,0.22,0.2273,0.55,0.194,6,15,21
1952,,Summer,0,Mar,3,0,Sun,0,Light Snow/Rain,0.2,0.197,0.69,0.2239,0,14,14
1953,,Summer,0,Mar,4,0,Sun,0,Light Snow/Rain,0.18,0.197,0.74,0.1642,1,5,6
1954,,Summer,0,Mar,6,0,Sun,0,Light Snow/Rain,0.16,0.1818,0.86,0.1343,0,2,2
1955,,Summer,0,Mar,7,0,Sun,0,Light Snow/Rain,0.16,0.1667,0.86,0.1642,0,7,7
1956,,Summer,0,Mar,8,0,Sun,0,Clear/Partly Cloudy,0.2,0.197,0.69,0.2239,6,8,14
1957,,Summer,0,Mar,9,0,Sun,0,Clear/Partly Cloudy,0.22,0.2273,0.55,0.1343,17,37,54
1958,,Summer,0,Mar,10,0,Sun,0,Misty/Cloudy,0.22,0.2121,0.55,0.2239,27,59,86
1959,,Summer,0,Mar,11,0,Sun,0,Misty/Cloudy,0.24,0.2424,0.48,0.1642,23,85,108
1960,,Summer,0,Mar,12,0,Sun,0,Misty/Cloudy,0.26,0.2576,0.44,0.2239,43,120,163
1961,,Summer,0,Mar,13,0,Sun,0,Clear/Partly Cloudy,0.3,0.2879,0.39,0.2239,47,100,147
1962,,Summer,0,Mar,14,0,Sun,0,Clear/Partly Cloudy,0.32,0.3182,0.36,0.1642,61,103,164
1963,,Summer,0,Mar,15,0,Sun,0,Clear/Partly Cloudy,0.32,0.303,0.36,0.2836,61,111,172
1964,,Summer,0,Mar,16,0,Sun,0,Clear/Partly Cloudy,0.34,0.3333,0.34,0.0,45,98,143
1965,,Summer,0,Mar,17,0,Sun,0,Clear/Partly Cloudy,0.32,0.303,0.31,0.2537,50,109,159
1966,,Summer,0,Mar,18,0,Sun,0,Clear/Partly Cloudy,0.3,0.2879,0.33,0.194,32,105,137
1967,,Summer,0,Mar,19,0,Sun,0,Clear/Partly Cloudy,0.3,0.2879,0.31,0.2239,23,80,103
1968,,Summer,0,Mar,20,0,Sun,0,Clear/Partly Cloudy,0.28,0.2727,0.36,0.1642,7,50,57
1969,,Summer,0,Mar,21,0,Sun,0,Clear/Partly Cloudy,0.26,0.2576,0.41,0.1642,7,29,36
1970,,Summer,0,Mar,22,0,Sun,0,Clear/Partly Cloudy,0.26,0.2576,0.41,0.1642,5,25,30
1971,,Summer,0,Mar,23,0,Sun,0,Clear/Partly Cloudy,0.26,0.2576,0.44,0.194,3,16,19
1972,,Summer,0,Mar,0,0,Mon,1,Clear/Partly Cloudy,0.22,0.2273,0.55,0.194,1,11,12
1973,,Summer,0,Mar,1,0,Mon,1,Clear/Partly Cloudy,0.22,0.2273,0.44,0.194,2,4,6
1974,,Summer,0,Mar,2,0,Mon,1,Clear/Partly Cloudy,0.22,0.2273,0.44,0.1642,0,5,5
1975,,Summer,0,Mar,3,0,Mon,1,Clear/Partly Cloudy,0.22,0.2273,0.44,0.1642,0,2,2
1976,,Summer,0,Mar,5,0,Mon,1,Clear/Partly Cloudy,0.18,0.1818,0.43,0.194,0,8,8
1977,,Summer,0,Mar,6,0,Mon,1,Clear/Partly Cloudy,0.18,0.1667,0.34,0.2836,0,40,40
1978,,Summer,0,Mar,7,0,Mon,1,Clear/Partly Cloudy,0.2,0.1818,0.32,0.3284,6,104,110
1979,,Summer,0,Mar,8,0,Mon,1,Clear/Partly Cloudy,0.2,0.197,0.34,0.2239,15,239,254
1980,,Summer,0,Mar,9,0,Mon,1,Misty/Cloudy,0.22,0.2121,0.32,0.2239,12,109,121
1981,,Summer,0,Mar,10,0,Mon,1,Clear/Partly Cloudy,0.24,0.2273,0.3,0.194,22,47,69
1982,,Summer,0,Mar,11,0,Mon,1,Misty/Cloudy,0.26,0.2424,0.3,0.2836,18,39,57
1983,,Summer,0,Mar,12,0,Mon,1,Misty/Cloudy,0.26,0.2727,0.25,0.0,8,71,79
1984,,Summer,0,Mar,13,0,Mon,1,Misty/Cloudy,0.3,0.2879,0.24,0.2239,14,69,83
1985,,Summer,0,Mar,14,0,Mon,1,Clear/Partly Cloudy,0.32,0.303,0.22,0.2239,15,65,80
1986,,Summer,0,Mar,15,0,Mon,1,Clear/Partly Cloudy,0.32,0.303,0.24,0.2836,19,53,72
1987,,Summer,0,Mar,16,0,Mon,1,Clear/Partly Cloudy,0.34,0.3182,0.23,0.2239,15,117,132
1988,,Summer,0,Mar,17,0,Mon,1,Clear/Partly Cloudy,0.34,0.303,0.23,0.2985,25,227,252
1989,,Summer,0,Mar,18,0,Mon,1,Clear/Partly Cloudy,0.32,0.303,0.21,0.2836,21,220,241
1990,,Summer,0,Mar,19,0,Mon,1,Clear/Partly Cloudy,0.3,0.303,0.22,0.1343,17,156,173
1991,,Summer,0,Mar,20,0,Mon,1,Clear/Partly Cloudy,0.32,0.3333,0.22,0.1045,5,107,112
1992,,Summer,0,Mar,21,0,Mon,1,Clear/Partly Cloudy,0.32,0.3333,0.21,0.1343,6,55,61
1993,,Summer,0,Mar,22,0,Mon,1,Clear/Partly Cloudy,0.3,0.2879,0.22,0.2239,0,40,40
1994,,Summer,0,Mar,23,0,Mon,1,Clear/Partly Cloudy,0.28,0.2576,0.24,0.2985,1,18,19
1995,,Summer,0,Mar,0,0,Tue,1,Clear/Partly Cloudy,0.26,0.2273,0.28,0.3284,1,15,16
1996,,Summer,0,Mar,1,0,Tue,1,Clear/Partly Cloudy,0.24,0.2121,0.32,0.2985,0,4,4
1997,,Summer,0,Mar,2,0,Tue,1,Clear/Partly Cloudy,0.24,0.2121,0.32,0.2985,0,3,3
1998,,Summer,0,Mar,3,0,Tue,1,Clear/Partly Cloudy,0.24,0.2121,0.32,0.2985,2,1,3
1999,,Summer,0,Mar,4,0,Tue,1,Clear/Partly Cloudy,0.2,0.2121,0.44,0.1642,1,1,2
2000,,Summer,0,Mar,5,0,Tue,1,Clear/Partly Cloudy,0.22,0.2121,0.37,0.2537,0,8,8
2001,,Summer,0,Mar,6,0,Tue,1,Clear/Partly Cloudy,0.22,0.2121,0.41,0.2985,4,46,50
2002,,Summer,0,Mar,7,0,Tue,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.3582,5,128,133
2003,,Summer,0,Mar,8,0,Tue,1,Clear/Partly Cloudy,0.24,0.2121,0.35,0.3582,19,268,287
2004,,Summer,0,Mar,9,0,Tue,1,Clear/Partly Cloudy,0.28,0.2576,0.28,0.3881,16,156,172
2005,,Summer,0,Mar,10,0,Tue,1,Clear/Partly Cloudy,0.3,0.2727,0.24,0.2985,13,46,59
2006,,Summer,0,Mar,11,0,Tue,1,Misty/Cloudy,0.34,0.303,0.25,0.3881,18,63,81
2007,,Summer,0,Mar,12,0,Tue,1,Clear/Partly Cloudy,0.34,0.3333,0.25,0.1642,29,77,106
2008,,Summer,0,Mar,13,0,Tue,1,Clear/Partly Cloudy,0.34,0.303,0.25,0.2985,24,80,104
2009,,Summer,0,Mar,14,0,Tue,1,Clear/Partly Cloudy,0.36,0.3333,0.25,0.2537,20,66,86
2010,,Summer,0,Mar,15,0,Tue,1,Clear/Partly Cloudy,0.38,0.3939,0.25,0.2239,22,65,87
2011,,Summer,0,Mar,16,0,Tue,1,Clear/Partly Cloudy,0.38,0.3939,0.22,0.1642,12,124,136
2012,,Summer,0,Mar,17,0,Tue,1,Clear/Partly Cloudy,0.4,0.4091,0.2,0.1343,34,265,299
2013,,Summer,0,Mar,18,0,Tue,1,Clear/Partly Cloudy,0.36,0.3636,0.21,0.0896,42,252,294
2014,,Summer,0,Mar,19,0,Tue,1,Clear/Partly Cloudy,0.34,0.3333,0.23,0.194,20,170,190
2015,,Summer,0,Mar,20,0,Tue,1,Clear/Partly Cloudy,0.36,0.3636,0.21,0.0896,13,119,132
2016,,Summer,0,Mar,21,0,Tue,1,Clear/Partly Cloudy,0.34,0.3636,0.42,0.0,8,75,83
2017,,Summer,0,Mar,22,0,Tue,1,Clear/Partly Cloudy,0.34,0.3636,0.49,0.0,6,49,55
2018,,Summer,0,Mar,23,0,Tue,1,Misty/Cloudy,0.32,0.3333,0.57,0.1045,8,27,35
2019,,Summer,0,Mar,0,0,Wed,1,Misty/Cloudy,0.32,0.3485,0.57,0.0,3,8,11
2020,,Summer,0,Mar,1,0,Wed,1,Clear/Partly Cloudy,0.32,0.3485,0.39,0.0,1,9,10
2021,,Summer,0,Mar,2,0,Wed,1,Misty/Cloudy,0.32,0.3485,0.57,0.0,0,4,4
2022,,Summer,0,Mar,3,0,Wed,1,Misty/Cloudy,0.32,0.3485,0.49,0.0,0,4,4
2023,,Summer,0,Mar,4,0,Wed,1,Misty/Cloudy,0.32,0.3485,0.57,0.0,1,0,1
2024,,Summer,0,Mar,5,0,Wed,1,Misty/Cloudy,0.3,0.2879,0.56,0.194,0,7,7
2025,,Summer,0,Mar,6,0,Wed,1,Misty/Cloudy,0.3,0.303,0.49,0.1343,4,44,48
2026,,Summer,0,Mar,7,0,Wed,1,Misty/Cloudy,0.32,0.3333,0.45,0.1045,8,128,136
2027,,Summer,0,Mar,8,0,Wed,1,Misty/Cloudy,0.32,0.3182,0.49,0.1642,16,247,263
2028,,Summer,0,Mar,9,0,Wed,1,Misty/Cloudy,0.32,0.303,0.45,0.2239,7,147,154
2029,,Summer,0,Mar,10,0,Wed,1,Misty/Cloudy,0.34,0.3182,0.46,0.2239,13,51,64
2030,,Summer,0,Mar,11,0,Wed,1,Misty/Cloudy,0.34,0.3182,0.46,0.2537,26,64,90
2031,,Summer,0,Mar,12,0,Wed,1,Misty/Cloudy,0.34,0.3333,0.46,0.1642,15,65,80
2032,,Summer,0,Mar,13,0,Wed,1,Misty/Cloudy,0.36,0.3485,0.46,0.2239,14,84,98
2033,,Summer,0,Mar,14,0,Wed,1,Misty/Cloudy,0.36,0.3333,0.46,0.2985,16,64,80
2034,,Summer,0,Mar,15,0,Wed,1,Light Snow/Rain,0.28,0.2576,0.81,0.2985,14,56,70
2035,,Summer,0,Mar,16,0,Wed,1,Light Snow/Rain,0.28,0.2727,0.87,0.2537,0,36,36
2036,,Summer,0,Mar,17,0,Wed,1,Light Snow/Rain,0.26,0.2727,0.93,0.1045,11,105,116
2037,,Summer,0,Mar,18,0,Wed,1,Misty/Cloudy,0.26,0.2576,0.93,0.2239,6,79,85
2038,,Summer,0,Mar,19,0,Wed,1,Misty/Cloudy,0.26,0.2576,0.93,0.2239,5,67,72
2039,,Summer,0,Mar,20,0,Wed,1,Light Snow/Rain,0.24,0.2121,0.93,0.2985,4,40,44
2040,,Summer,0,Mar,21,0,Wed,1,Misty/Cloudy,0.24,0.2273,0.93,0.2537,0,27,27
2041,,Summer,0,Mar,22,0,Wed,1,Light Snow/Rain,0.24,0.2273,0.93,0.2239,3,21,24
2042,,Summer,0,Mar,23,0,Wed,1,Light Snow/Rain,0.24,0.2121,0.93,0.2836,1,11,12
2043,,Summer,0,Mar,0,0,Thu,1,Light Snow/Rain,0.24,0.2273,0.93,0.2239,0,3,3
2044,,Summer,0,Mar,1,0,Thu,1,Light Snow/Rain,0.24,0.2273,0.93,0.194,1,4,5
2045,,Summer,0,Mar,2,0,Thu,1,Light Snow/Rain,0.24,0.2273,0.93,0.194,0,5,5
2046,,Summer,0,Mar,3,0,Thu,1,Light Snow/Rain,0.24,0.2273,0.93,0.2239,0,1,1
2047,,Summer,0,Mar,4,0,Thu,1,Light Snow/Rain,0.24,0.2273,0.93,0.2537,0,2,2
2048,,Summer,0,Mar,5,0,Thu,1,Light Snow/Rain,0.24,0.2273,0.93,0.2239,0,8,8
2049,,Summer,0,Mar,6,0,Thu,1,Light Snow/Rain,0.24,0.2121,0.93,0.2985,2,34,36
2050,,Summer,0,Mar,7,0,Thu,1,Light Snow/Rain,0.24,0.2273,0.93,0.2537,5,87,92
2051,,Summer,0,Mar,8,0,Thu,1,Misty/Cloudy,0.24,0.2273,1.0,0.2537,7,185,192
2052,,Summer,0,Mar,9,0,Thu,1,Light Snow/Rain,0.26,0.2424,0.93,0.2537,6,126,132
2053,,Summer,0,Mar,10,0,Thu,1,Light Snow/Rain,0.26,0.2424,0.93,0.2537,15,54,69
2054,,Summer,0,Mar,11,0,Thu,1,Light Snow/Rain,0.28,0.2727,0.93,0.194,6,52,58
2055,,Summer,0,Mar,12,0,Thu,1,Light Snow/Rain,0.28,0.2727,0.93,0.194,17,73,90
2056,,Summer,0,Mar,13,0,Thu,1,Light Snow/Rain,0.3,0.303,0.87,0.1343,13,55,68
2057,,Summer,0,Mar,14,0,Thu,1,Light Snow/Rain,0.3,0.303,0.87,0.1343,27,49,76
2058,,Summer,0,Mar,15,0,Thu,1,Light Snow/Rain,0.3,0.2727,0.87,0.2985,4,61,65
2059,,Summer,0,Mar,16,0,Thu,1,Misty/Cloudy,0.3,0.2879,0.87,0.2537,13,72,85
2060,,Summer,0,Mar,17,0,Thu,1,Misty/Cloudy,0.3,0.2879,0.87,0.2537,15,153,168
2061,,Summer,0,Mar,18,0,Thu,1,Misty/Cloudy,0.3,0.303,0.87,0.1343,12,165,177
2062,,Summer,0,Mar,19,0,Thu,1,Misty/Cloudy,0.3,0.303,0.87,0.1343,12,118,130
2063,,Summer,0,Mar,20,0,Thu,1,Light Snow/Rain,0.28,0.2576,0.93,0.2836,6,79,85
2064,,Summer,0,Mar,21,0,Thu,1,Misty/Cloudy,0.28,0.2727,0.93,0.1642,7,53,60
2065,,Summer,0,Mar,22,0,Thu,1,Light Snow/Rain,0.28,0.2727,0.93,0.2537,7,44,51
2066,,Summer,0,Mar,23,0,Thu,1,Light Snow/Rain,0.26,0.2576,1.0,0.1642,4,23,27
2067,,Summer,0,Apr,0,0,Fri,1,Light Snow/Rain,0.26,0.2576,1.0,0.1642,0,6,6
2068,,Summer,0,Apr,1,0,Fri,1,Light Snow/Rain,0.26,0.2576,1.0,0.1642,0,4,4
2069,,Summer,0,Apr,2,0,Fri,1,Light Snow/Rain,0.26,0.2576,0.93,0.194,0,7,7
2070,,Summer,0,Apr,3,0,Fri,1,Misty/Cloudy,0.24,0.2273,0.93,0.2537,0,4,4
2071,,Summer,0,Apr,4,0,Fri,1,Misty/Cloudy,0.24,0.2273,0.93,0.2537,0,3,3
2072,,Summer,0,Apr,5,0,Fri,1,Light Snow/Rain,0.24,0.2273,0.93,0.2239,1,11,12
2073,,Summer,0,Apr,6,0,Fri,1,Light Snow/Rain,0.24,0.2273,0.93,0.2239,2,26,28
2074,,Summer,0,Apr,7,0,Fri,1,Light Snow/Rain,0.24,0.2424,0.93,0.0,4,91,95
2075,,Summer,0,Apr,8,0,Fri,1,Misty/Cloudy,0.26,0.2424,0.87,0.2537,8,198,206
2076,,Summer,0,Apr,9,0,Fri,1,Clear/Partly Cloudy,0.32,0.2879,0.7,0.3582,11,162,173
2077,,Summer,0,Apr,10,0,Fri,1,Clear/Partly Cloudy,0.32,0.303,0.66,0.2836,12,63,75
2078,,Summer,0,Apr,11,0,Fri,1,Clear/Partly Cloudy,0.32,0.2879,0.61,0.3582,17,72,89
2079,,Summer,0,Apr,12,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.53,0.3582,15,80,95
2080,,Summer,0,Apr,13,0,Fri,1,Clear/Partly Cloudy,0.36,0.3333,0.5,0.3582,18,92,110
2081,,Summer,0,Apr,14,0,Fri,1,Misty/Cloudy,0.36,0.3333,0.46,0.3582,26,61,87
2082,,Summer,0,Apr,15,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.46,0.4179,30,81,111
2083,,Summer,0,Apr,16,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.46,0.4179,42,125,167
2084,,Summer,0,Apr,17,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.46,0.3284,36,245,281
2085,,Summer,0,Apr,18,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.46,0.3284,36,205,241
2086,,Summer,0,Apr,19,0,Fri,1,Clear/Partly Cloudy,0.34,0.303,0.49,0.3284,16,120,136
2087,,Summer,0,Apr,20,0,Fri,1,Clear/Partly Cloudy,0.32,0.3182,0.53,0.194,2,75,77
2088,,Summer,0,Apr,21,0,Fri,1,Clear/Partly Cloudy,0.32,0.3333,0.53,0.1343,9,84,93
2089,,Summer,0,Apr,22,0,Fri,1,Clear/Partly Cloudy,0.3,0.303,0.56,0.1642,10,64,74
2090,,Summer,0,Apr,23,0,Fri,1,Clear/Partly Cloudy,0.3,0.3182,0.61,0.0896,12,41,53
2091,,Summer,0,Apr,0,0,Sat,0,Misty/Cloudy,0.3,0.3333,0.61,0.0,3,29,32
2092,,Summer,0,Apr,1,0,Sat,0,Clear/Partly Cloudy,0.26,0.2727,0.65,0.1343,4,28,32
2093,,Summer,0,Apr,2,0,Sat,0,Clear/Partly Cloudy,0.24,0.2424,0.75,0.1343,1,20,21
2094,,Summer,0,Apr,3,0,Sat,0,Clear/Partly Cloudy,0.24,0.2424,0.7,0.1642,1,8,9
2095,,Summer,0,Apr,4,0,Sat,0,Clear/Partly Cloudy,0.24,0.2424,0.7,0.1642,0,5,5
2096,,Summer,0,Apr,5,0,Sat,0,Misty/Cloudy,0.24,0.2424,0.75,0.1642,1,4,5
2097,,Summer,0,Apr,6,0,Sat,0,Clear/Partly Cloudy,0.26,0.2727,0.7,0.1045,5,7,12
2098,,Summer,0,Apr,7,0,Sat,0,Misty/Cloudy,0.26,0.2727,0.7,0.1045,2,16,18
2099,,Summer,0,Apr,8,0,Sat,0,Clear/Partly Cloudy,0.3,0.3182,0.7,0.1045,10,45,55
2100,,Summer,0,Apr,9,0,Sat,0,Misty/Cloudy,0.34,0.3485,0.66,0.1045,22,65,87
2101,,Summer,0,Apr,10,0,Sat,0,Misty/Cloudy,0.36,0.3485,0.57,0.1642,41,113,154
2102,,Summer,0,Apr,11,0,Sat,0,Misty/Cloudy,0.4,0.4091,0.47,0.1642,72,126,198
2103,,Summer,0,Apr,12,0,Sat,0,Light Snow/Rain,0.32,0.3333,0.81,0.1343,84,100,184
2104,,Summer,0,Apr,13,0,Sat,0,Clear/Partly Cloudy,0.34,0.3333,0.81,0.1343,56,81,137
2105,,Summer,0,Apr,14,0,Sat,0,Light Snow/Rain,0.32,0.303,0.76,0.3284,97,93,190
2106,,Summer,0,Apr,15,0,Sat,0,Light Snow/Rain,0.34,0.303,0.76,0.3881,72,64,136
2107,,Summer,0,Apr,16,0,Sat,0,Clear/Partly Cloudy,0.38,0.3939,0.62,0.3284,111,85,196
2108,,Summer,0,Apr,17,0,Sat,0,Clear/Partly Cloudy,0.38,0.3939,0.54,0.3582,89,95,184
2109,,Summer,0,Apr,18,0,Sat,0,Clear/Partly Cloudy,0.38,0.3939,0.54,0.194,69,110,179
2110,,Summer,0,Apr,19,0,Sat,0,Clear/Partly Cloudy,0.36,0.3333,0.53,0.3582,71,77,148
2111,,Summer,0,Apr,20,0,Sat,0,Clear/Partly Cloudy,0.34,0.3182,0.53,0.2836,29,56,85
2112,,Summer,0,Apr,21,0,Sat,0,Clear/Partly Cloudy,0.32,0.303,0.61,0.2537,24,53,77
2113,,Summer,0,Apr,22,0,Sat,0,Clear/Partly Cloudy,0.32,0.303,0.61,0.2985,14,41,55
2114,,Summer,0,Apr,23,0,Sat,0,Clear/Partly Cloudy,0.32,0.3182,0.61,0.1642,20,33,53
2115,,Summer,0,Apr,0,0,Sun,0,Clear/Partly Cloudy,0.3,0.2879,0.65,0.194,8,31,39
2116,,Summer,0,Apr,1,0,Sun,0,Clear/Partly Cloudy,0.3,0.3182,0.61,0.1045,8,26,34
2117,,Summer,0,Apr,2,0,Sun,0,Clear/Partly Cloudy,0.26,0.2727,0.7,0.1343,5,19,24
2118,,Summer,0,Apr,3,0,Sun,0,Clear/Partly Cloudy,0.3,0.3333,0.61,0.0,3,8,11
2119,,Summer,0,Apr,4,0,Sun,0,Clear/Partly Cloudy,0.28,0.303,0.7,0.0896,3,0,3
2120,,Summer,0,Apr,5,0,Sun,0,Clear/Partly Cloudy,0.28,0.2727,0.65,0.2239,1,4,5
2121,,Summer,0,Apr,6,0,Sun,0,Clear/Partly Cloudy,0.28,0.2727,0.65,0.194,10,23,33
2122,,Summer,0,Apr,7,0,Sun,0,Clear/Partly Cloudy,0.32,0.303,0.57,0.2239,13,20,33
2123,,Summer,0,Apr,8,0,Sun,0,Clear/Partly Cloudy,0.34,0.3333,0.57,0.1642,18,44,62
2124,,Summer,0,Apr,9,0,Sun,0,Clear/Partly Cloudy,0.36,0.3182,0.5,0.4925,68,74,142
2125,,Summer,0,Apr,10,0,Sun,0,Clear/Partly Cloudy,0.4,0.4091,0.43,0.4179,111,104,215
2126,,Summer,0,Apr,11,0,Sun,0,Clear/Partly Cloudy,0.42,0.4242,0.41,0.2537,139,104,243
2127,,Summer,0,Apr,12,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.38,0.2836,166,147,313
2128,,Summer,0,Apr,13,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.33,0.2985,219,148,367
2129,,Summer,0,Apr,14,0,Sun,0,Clear/Partly Cloudy,0.46,0.4545,0.31,0.1343,240,109,349
2130,,Summer,0,Apr,15,0,Sun,0,Misty/Cloudy,0.46,0.4545,0.33,0.0,174,118,292
2131,,Summer,0,Apr,16,0,Sun,0,Misty/Cloudy,0.46,0.4545,0.31,0.194,147,156,303
2132,,Summer,0,Apr,17,0,Sun,0,Misty/Cloudy,0.46,0.4545,0.28,0.1343,148,126,274
2133,,Summer,0,Apr,18,0,Sun,0,Misty/Cloudy,0.46,0.4545,0.31,0.0,71,101,172
2134,,Summer,0,Apr,19,0,Sun,0,Misty/Cloudy,0.42,0.4242,0.44,0.194,51,93,144
2135,,Summer,0,Apr,20,0,Sun,0,Light Snow/Rain,0.42,0.4242,0.41,0.2239,24,55,79
2136,,Summer,0,Apr,21,0,Sun,0,Misty/Cloudy,0.42,0.4242,0.44,0.2239,8,37,45
2137,,Summer,0,Apr,22,0,Sun,0,Clear/Partly Cloudy,0.4,0.4091,0.43,0.1045,7,29,36
2138,,Summer,0,Apr,23,0,Sun,0,Clear/Partly Cloudy,0.4,0.4091,0.5,0.0896,9,22,31
2139,,Summer,0,Apr,0,0,Mon,1,Clear/Partly Cloudy,0.4,0.4091,0.5,0.2239,1,5,6
2140,,Summer,0,Apr,1,0,Mon,1,Clear/Partly Cloudy,0.4,0.4091,0.56,0.3582,7,4,11
2141,,Summer,0,Apr,2,0,Mon,1,Clear/Partly Cloudy,0.38,0.3939,0.66,0.2537,1,1,2
2142,,Summer,0,Apr,3,0,Mon,1,Clear/Partly Cloudy,0.38,0.3939,0.66,0.2836,1,0,1
2143,,Summer,0,Apr,4,0,Mon,1,Clear/Partly Cloudy,0.38,0.3939,0.71,0.2985,1,1,2
2144,,Summer,0,Apr,5,0,Mon,1,Clear/Partly Cloudy,0.4,0.4091,0.62,0.2537,0,7,7
2145,,Summer,0,Apr,6,0,Mon,1,Clear/Partly Cloudy,0.42,0.4242,0.58,0.2836,3,43,46
2146,,Summer,0,Apr,7,0,Mon,1,Misty/Cloudy,0.44,0.4394,0.54,0.2537,7,150,157
2147,,Summer,0,Apr,8,0,Mon,1,Misty/Cloudy,0.46,0.4545,0.55,0.2985,31,308,339
2148,,Summer,0,Apr,9,0,Mon,1,Misty/Cloudy,0.5,0.4848,0.51,0.3881,24,134,158
2149,,Summer,0,Apr,10,0,Mon,1,Misty/Cloudy,0.54,0.5152,0.45,0.3582,35,55,90
2150,,Summer,0,Apr,11,0,Mon,1,Clear/Partly Cloudy,0.6,0.6212,0.4,0.3881,58,66,124
2151,,Summer,0,Apr,12,0,Mon,1,Clear/Partly Cloudy,0.64,0.6212,0.36,0.4627,59,98,157
2152,,Summer,0,Apr,13,0,Mon,1,Clear/Partly Cloudy,0.68,0.6364,0.34,0.3284,47,92,139
2153,,Summer,0,Apr,14,0,Mon,1,Misty/Cloudy,0.74,0.6515,0.27,0.4925,47,76,123
2154,,Summer,0,Apr,15,0,Mon,1,Clear/Partly Cloudy,0.76,0.6667,0.23,0.5522,47,96,143
2155,,Summer,0,Apr,16,0,Mon,1,Clear/Partly Cloudy,0.76,0.6515,0.22,0.5224,59,130,189
2156,,Summer,0,Apr,17,0,Mon,1,Clear/Partly Cloudy,0.74,0.6515,0.23,0.6119,83,283,366
2157,,Summer,0,Apr,18,0,Mon,1,Misty/Cloudy,0.72,0.6364,0.23,0.4925,78,308,386
2158,,Summer,0,Apr,19,0,Mon,1,Clear/Partly Cloudy,0.7,0.6364,0.24,0.4627,51,227,278
2159,,Summer,0,Apr,20,0,Mon,1,Misty/Cloudy,0.7,0.6364,0.24,0.5522,40,133,173
2160,,Summer,0,Apr,21,0,Mon,1,Misty/Cloudy,0.7,0.6364,0.3,0.4478,19,76,95
2161,,Summer,0,Apr,22,0,Mon,1,Misty/Cloudy,0.68,0.6364,0.36,0.4627,17,58,75
2162,,Summer,0,Apr,23,0,Mon,1,Misty/Cloudy,0.64,0.6212,0.47,0.2239,18,30,48
2163,,Summer,0,Apr,0,0,Tue,1,Clear/Partly Cloudy,0.62,0.6212,0.5,0.1045,10,12,22
2164,,Summer,0,Apr,1,0,Tue,1,Light Snow/Rain,0.62,0.6212,0.57,0.4179,10,5,15
2165,,Summer,0,Apr,2,0,Tue,1,Misty/Cloudy,0.54,0.5152,0.73,0.3284,0,5,5
2166,,Summer,0,Apr,3,0,Tue,1,Misty/Cloudy,0.54,0.5152,0.73,0.3284,1,3,4
2167,,Summer,0,Apr,4,0,Tue,1,Light Snow/Rain,0.5,0.4848,0.88,0.4925,0,2,2
2168,,Summer,0,Apr,5,0,Tue,1,Light Snow/Rain,0.46,0.4545,0.94,0.2985,0,5,5
2169,,Summer,0,Apr,6,0,Tue,1,Misty/Cloudy,0.48,0.4697,0.88,0.3284,2,36,38
2170,,Summer,0,Apr,7,0,Tue,1,Misty/Cloudy,0.48,0.4697,0.88,0.3284,10,124,134
2171,,Summer,0,Apr,8,0,Tue,1,Light Snow/Rain,0.38,0.3939,0.87,0.5821,9,148,157
2172,,Summer,0,Apr,9,0,Tue,1,Light Snow/Rain,0.36,0.3182,0.87,0.4925,2,44,46
2173,,Summer,0,Apr,10,0,Tue,1,Light Snow/Rain,0.34,0.303,0.81,0.3881,3,25,28
2174,,Summer,0,Apr,11,0,Tue,1,Light Snow/Rain,0.32,0.2879,0.81,0.4478,1,18,19
2175,,Summer,0,Apr,12,0,Tue,1,Misty/Cloudy,0.34,0.303,0.71,0.3881,6,32,38
2176,,Summer,0,Apr,13,0,Tue,1,Misty/Cloudy,0.36,0.3333,0.63,0.4179,5,51,56
2177,,Summer,0,Apr,14,0,Tue,1,Misty/Cloudy,0.36,0.3182,0.57,0.4925,9,67,76
